ID,Airport,City,Country
1864,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua
1865,Bocas Del Toro International Airport,Bocas Del Toro,Panama
1866,Cap Manuel Niño International Airport,Changuinola,Panama
1867,Enrique Malek International Airport,David,Panama
1868,Panama Pacific International Airport,Howard,Panama
1869,Marcos A. Gelabert International Airport,Panama,Panama
1870,Ruben Cantu Airport,Santiago,Panama
1871,Tocumen International Airport,Panama City,Panama
1872,Buenos Aires Airport,Buenos Aires,Costa Rica
1874,Coto 47 Airport,Coto 47,Costa Rica
1875,Chacarita Airport,Chacarita,Costa Rica
1877,El Carmen de Siquirres Airport,El Carmen,Costa Rica
1878,Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica
1879,Golfito Airport,Golfito,Costa Rica
1880,Guapiles Airport,Guapiles,Costa Rica
1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica
1882,Los Chiles Airport,Los Chiles,Costa Rica
1883,Limon International Airport,Limon,Costa Rica
1884,Nosara Airport,Nosara Beach,Costa Rica
1885,Juan Santamaria International Airport,San Jose,Costa Rica
1886,Pandora Airport,Pandora,Costa Rica
1887,Palmar Sur Airport,Palmar Sur,Costa Rica
1889,Quepos Managua Airport,Quepos,Costa Rica
1890,Santa Clara De Guapiles Airport,Santa Clara,Costa Rica
1891,San Vito De Java Airport,San Vito De Jaba,Costa Rica
1892,El Salvador International Airport,San Salvador,El Salvador
1893,Ilopango International Airport,San Salvador,El Salvador
1894,Les Cayes Airport,Cayes,Haiti
1895,Cap Haitien International Airport,Cap Haitien,Haiti
1896,Jacmel Airport,Jacmel,Haiti
1897,Toussaint Louverture International Airport,Port-au-prince,Haiti
1898,Gustavo Rizo Airport,Baracoa Playa,Cuba
1899,Carlos Manuel de Cespedes Airport,Bayamo,Cuba
1900,Maximo Gomez Airport,Ciego De Avila,Cuba
1901,Jardines Del Rey Airport,Cunagua,Cuba
1902,Jaime Gonzalez Airport,Cienfuegos,Cuba
1903,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba
1904,Ignacio Agramonte International Airport,Camaguey,Cuba
1905,Antonio Maceo International Airport,Santiago De Cuba,Cuba
1906,Florida Airport,Florida,Cuba
1907,Leeward Point Field,Guantanamo,Cuba
1908,Mariana Grajales Airport,Guantanamo,Cuba
1909,José Martí International Airport,Havana,Cuba
1910,Frank Pais International Airport,Holguin,Cuba
1911,La Coloma Airport,La Coloma,Cuba
1912,Orestes Acosta Airport,Moa,Cuba
1913,Sierra Maestra Airport,Manzanillo,Cuba
1914,Rafael Cabrera Airport,Nueva Gerona,Cuba
1915,Playa Baracoa Airport,Baracoa Playa,Cuba
1916,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba
1917,San Antonio De Los Banos Airport,San Antonio De Banos,Cuba
1918,Abel Santamaria Airport,Santa Clara,Cuba
1919,Joaquín de Agüero Airport,Santa Lucia,Cuba
1920,Siguanea Airport,Siguanea,Cuba
1921,Sancti Spiritus Airport,Sancti Spiritus,Cuba
1923,Juan Gualberto Gomez International Airport,Varadero,Cuba
1924,Hermanos Ameijeiras Airport,Las Tunas,Cuba
1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands
1926,Owen Roberts International Airport,Georgetown,Cayman Islands
1927,Clarence A. Bain Airport,Clarence Bain,Bahamas
1928,Andros Town Airport,Andros Town,Bahamas
1930,Marsh Harbour International Airport,Marsh Harbor,Bahamas
1931,San Andros Airport,San Andros,Bahamas
1932,Spring Point Airport,Spring Point,Bahamas
1933,Sandy Point Airport,Sandy Point,Bahamas
1934,Treasure Cay Airport,Treasure Cay,Bahamas
1935,Chub Cay Airport,Chub Cay,Bahamas
1936,Great Harbour Cay Airport,Bullocks Harbour,Bahamas
1937,South Bimini Airport,Alice Town,Bahamas
1941,Exuma International Airport,Great Exuma,Bahamas
1942,George Town Airport,George Town,Bahamas
1943,North Eleuthera Airport,North Eleuthera,Bahamas
1944,Governor's Harbour Airport,Governor's Harbor,Bahamas
1945,Normans Cay Airport,Norman's Cay,Bahamas
1946,Rock Sound Airport,Rock Sound,Bahamas
1947,Staniel Cay Airport,Staniel Cay,Bahamas
1948,Grand Bahama International Airport,Freeport,Bahamas
1949,Inagua Airport,Matthew Town,Bahamas
1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas
1951,Stella Maris Airport,Stella Maris,Bahamas
1952,Mayaguana Airport,Mayaguana,Bahamas
1953,Lynden Pindling International Airport,Nassau,Bahamas
1954,Duncan Town Airport,Duncan Town,Bahamas
1955,Rum Cay Airport,Port Nelson,Bahamas
1956,San Salvador Airport,Cockburn Town,Bahamas
1957,Philip S. W. Goldson International Airport,Belize City,Belize
1958,Aitutaki Airport,Aitutaki,Cook Islands
1959,Rarotonga International Airport,Avarua,Cook Islands
1960,Nadi International Airport,Nandi,Fiji
1961,Nausori International Airport,Nausori,Fiji
1963,Fua'amotu International Airport,Tongatapu,Tonga
1964,Vava'u International Airport,Vava'u,Tonga
1965,Bonriki International Airport,Tarawa,Kiribati
1966,Tabiteuea North Airport,Tabiteuea North,Kiribati
1968,Hihifo Airport,Wallis,Wallis and Futuna
1969,Faleolo International Airport,Faleolo,Samoa
1970,Pago Pago International Airport,Pago Pago,American Samoa
1971,Rurutu Airport,Rurutu,French Polynesia
1972,Tubuai Airport,Tubuai,French Polynesia
1973,Anaa Airport,Anaa,French Polynesia
1974,Fangatau Airport,Fangatau,French Polynesia
1975,Tikehau Airport,Tikehau,French Polynesia
1976,Reao Airport,Reao,French Polynesia
1977,Fakarava Airport,Fakarava,French Polynesia
1978,Manihi Airport,Manihi,French Polynesia
1979,Totegegie Airport,Totegegie,French Polynesia
1980,Kaukura Airport,Kaukura Atoll,French Polynesia
1981,Makemo Airport,Makemo,French Polynesia
1982,Puka Puka Airport,Puka Puka,French Polynesia
1983,Takapoto Airport,Takapoto,French Polynesia
1984,Arutua Airport,Arutua,French Polynesia
1985,Mataiva Airport,Mataiva,French Polynesia
1986,Takaroa Airport,Takaroa,French Polynesia
1987,Nuku Hiva Airport,Nuku Hiva,French Polynesia
1989,Bora Bora Airport,Bora Bora,French Polynesia
1990,Rangiroa Airport,Rangiroa,French Polynesia
1991,Huahine-Fare Airport,Huahine Island,French Polynesia
1992,Moorea Airport,Moorea,French Polynesia
1993,Hao Airport,Hao Island,French Polynesia
1994,Maupiti Airport,Maupiti,French Polynesia
1995,Raiatea Airport,Raiatea Island,French Polynesia
1997,Bauerfield International Airport,Port-vila,Vanuatu
1998,Koné Airport,Kone,New Caledonia
1999,Koumac Airport,Koumac,New Caledonia
2000,Lifou Airport,Lifou,New Caledonia
2001,Nouméa Magenta Airport,Noumea,New Caledonia
2002,Maré Airport,Mare,New Caledonia
2003,Touho Airport,Touho,New Caledonia
2004,Ouvéa Airport,Ouvea,New Caledonia
2005,La Tontouta International Airport,Noumea,New Caledonia
2006,Auckland International Airport,Auckland,New Zealand
2007,Taupo Airport,Taupo,New Zealand
2008,Ardmore Airport,Ardmore,New Zealand
2009,Christchurch International Airport,Christchurch,New Zealand
2010,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand
2011,Dunedin Airport,Dunedin,New Zealand
2012,Gisborne Airport,Gisborne,New Zealand
2013,Glentanner Airport,Glentanner,New Zealand
2014,Hokitika Airfield,Hokitika,New Zealand
2015,Hamilton International Airport,Hamilton,New Zealand
2016,Hastings Aerodrome,Hastings,New Zealand
2017,Kerikeri Airport,Kerikeri,New Zealand
2018,Kaitaia Airport,Kaitaia,New Zealand
2019,Alexandra Airport,Alexandra,New Zealand
2020,Mount Cook Airport,Mount Cook,New Zealand
2021,Manapouri Airport,Manapouri,New Zealand
2022,Hood Airport,Masterton,New Zealand
2023,New Plymouth Airport,New Plymouth,New Zealand
2024,Nelson Airport,Nelson,New Zealand
2025,Invercargill Airport,Invercargill,New Zealand
2026,RNZAF Base Ohakea,Ohakea,New Zealand
2027,Oamaru Airport,Oamaru,New Zealand
2028,Palmerston North Airport,Palmerston North,New Zealand
2029,Paraparaumu Airport,Paraparaumu,New Zealand
2030,Queenstown International Airport,Queenstown International,New Zealand
2031,Rotorua Regional Airport,Rotorua,New Zealand
2032,Waiouru Airport,Waiouru,New Zealand
2033,South Pole Station Airport,Stephen's Island,Antarctica
2034,Tauranga Airport,Tauranga,New Zealand
2035,Timaru Airport,Timaru,New Zealand
2036,Pukaki Airport,Pukaki,New Zealand
2037,Woodbourne Airport,Woodbourne,New Zealand
2038,Williams Field,Weydon,Antarctica
2039,Wanaka Airport,Wanaka,New Zealand
2040,Wigram Airport,Wigram,New Zealand
2041,Whakatane Airport,Whakatane,New Zealand
2042,Wellington International Airport,Wellington,New Zealand
2043,Wairoa Airport,Wairoa,New Zealand
2044,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand
2045,Whangarei Airport,Whangarei,New Zealand
2046,Westport Airport,Westport,New Zealand
2047,Wanganui Airport,Wanganui,New Zealand
2048,Herat Airport,Herat,Afghanistan
2049,Jalalabad Airport,Jalalabad,Afghanistan
2050,Kabul International Airport,Kabul,Afghanistan
2051,Kandahar Airport,Kandahar,Afghanistan
2052,Maimana Airport,Maimama,Afghanistan
2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan
2054,Shindand Airport,Shindand,Afghanistan
2055,Sheberghan Airport,Sheberghan,Afghanistan
2056,Konduz Airport,Kunduz,Afghanistan
2057,Bahrain International Airport,Bahrain,Bahrain
2058,Sheik Isa Air Base,Bahrain,Bahrain
2059,Abha Regional Airport,Abha,Saudi Arabia
2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia
2061,Al Baha Airport,El-baha,Saudi Arabia
2062,Bisha Airport,Bisha,Saudi Arabia
2063,Abqaiq Airport,Abqaiq,Saudi Arabia
2064,King Fahd International Airport,Dammam,Saudi Arabia
2065,King Abdulaziz Air Base,Dhahran,Saudi Arabia
2066,Jizan Regional Airport,Gizan,Saudi Arabia
2067,Gassim Airport,Gassim,Saudi Arabia
2068,Gurayat Domestic Airport,Guriat,Saudi Arabia
2069,Ha'il Airport,Hail,Saudi Arabia
2070,Jubail Airport,Jubail,Saudi Arabia
2071,King Faisal Naval Base,Jeddah,Saudi Arabia
2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia
2073,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia
2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia
2075,Nejran Airport,Nejran,Saudi Arabia
2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia
2077,Pump Station 3 Airport,Petroline 3,Saudi Arabia
2078,Pump Station 6 Airport,Petroline 6,Saudi Arabia
2079,Pump Station 10 Airport,Petroline 10,Saudi Arabia
2080,Rabigh Airport,Rabigh,Saudi Arabia
2081,Rafha Domestic Airport,Rafha,Saudi Arabia
2082,King Khaled International Airport,Riyadh,Saudi Arabia
2083,Ras Mishab Airport,Rash Mishab,Saudi Arabia
2084,Arar Domestic Airport,Arar,Saudi Arabia
2085,Ras Tanura Airport,Ras Tanura,Saudi Arabia
2086,Sharurah Airport,Sharurah,Saudi Arabia
2088,Sulayel Airport,Sulayel,Saudi Arabia
2089,Tabuk Airport,Tabuk,Saudi Arabia
2090,Ta’if Regional Airport,Taif,Saudi Arabia
2091,Thumamah Airport,Thumamah,Saudi Arabia
2092,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia
2093,Turaif Domestic Airport,Turaif,Saudi Arabia
2095,Al Wajh Domestic Airport,Wejh,Saudi Arabia
2096,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia
2097,Abadan Airport,Abadan,Iran
2098,Dezful Airport,Dezful,Iran
2099,Aghajari Airport,Aghajari,Iran
2100,Gachsaran Airport,Gachsaran,Iran
2101,Shahid Asyaee Airport,Masjed Soleiman,Iran
2102,Omidiyeh Airport,Omidyeh,Iran
2103,Mahshahr Airport,Bandar Mahshahr,Iran
2104,Ahwaz Airport,Ahwaz,Iran
2105,Abumusa Island Airport,Abumusa I.,Iran
2106,Bushehr Airport,Bushehr,Iran
2107,Bastak Airport,Bastak,Iran
2108,Asaloyeh Airport,Golbandi,Iran
2109,Kish International Airport,Kish Island,Iran
2110,Bandar Lengeh Airport,Bandar Lengeh,Iran
2111,Khark Island Airport,Khark Island,Iran
2112,Sirri Island Airport,Siri Island,Iran
2113,Lavan Island Airport,Lavan Island,Iran
2114,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran
2117,Sanandaj Airport,Sanandaj,Iran
2118,Hesa Airport,Daran,Iran
2119,Shahid Vatan Pour Air Base,Esfahan,Iran
2120,Kashan Airport,Kashan,Iran
2121,Esfahan Shahid Beheshti International Airport,Esfahan,Iran
2122,Badr Air Base,Sepah,Iran
2123,Sardar-e-Jangal Airport,Rasht,Iran
2125,Arak Airport,Arak,Iran
2126,Ghazvin Azadi Airport,Abe-ali,Iran
2127,Kushke Nosrat Airport,Kushke Nosrat,Iran
2128,Doshan Tappeh Air Base,Teheran,Iran
2130,Ghale Morghi Airport,Teheran,Iran
2131,Mehrabad International Airport,Teheran,Iran
2132,Qazvin Airport,Ghazvin,Iran
2133,Naja Airport,Khoram Dareh,Iran
2134,Bandar Abbas International Airport,Bandar Abbas,Iran
2135,Jiroft Airport,Jiroft,Iran
2136,Kerman Airport,Kerman,Iran
2138,Havadarya Airport,Bandar Abbas,Iran
2139,Dayrestan Airport,Gheshm I.,Iran
2141,Sirjan Airport,Sirjan,Iran
2142,Birjand Airport,Birjand,Iran
2143,Sarakhs Airport,Sarakhs,Iran
2144,Shahroud Airport,Emam Shahr,Iran
2147,Tabas Airport,Tabas,Iran
2148,Kalaleh Airport,Kalaleh,Iran
2151,Ramsar Airport,Ramsar,Iran
2153,Fasa Airport,Fasa,Iran
2154,Jahrom Airport,Jahrom,Iran
2156,Lamerd Airport,Lamerd,Iran
2157,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran
2158,Khoy Airport,Khoy,Iran
2162,Tabriz International Airport,Tabriz,Iran
2163,Zanjan Airport,Zanjan,Iran
2164,Shahid Sadooghi Airport,Yazd,Iran
2165,Zabol Airport,Zabol,Iran
2166,Konarak Airport,Chah Bahar,Iran
2167,Zahedan International Airport,Zahedan,Iran
2168,Iran Shahr Airport,Iran Shahr,Iran
2169,Saravan Airport,Saravan,Iran
2170,Queen Alia International Airport,Amman,Jordan
2171,Amman-Marka International Airport,Amman,Jordan
2172,Aqaba King Hussein International Airport,Aqaba,Jordan
2173,Prince Hassan Air Base,Hotel Four,Jordan
2174,Jerusalem Airport,Jerusalem,West Bank
2175,King Hussein Air College,Mafraq,Jordan
2176,Kuwait International Airport,Kuwait,Kuwait
2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon
2178,Rene Mouawad Air Base,Kleiat,Lebanon
2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates
2180,Bateen Airport,Abu Dhabi,United Arab Emirates
2181,Al Hamra Aux Airport,Al Hamra,United Arab Emirates
2182,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates
2184,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates
2185,Arzanah Airport,Arzana,United Arab Emirates
2186,Das Island Airport,Das Island,United Arab Emirates
2187,Zirku Airport,Zirku,United Arab Emirates
2188,Dubai International Airport,Dubai,United Arab Emirates
2189,Fujairah International Airport,Fujeirah,United Arab Emirates
2190,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates
2191,Sharjah International Airport,Sharjah,United Arab Emirates
2192,Khasab Air Base,Khasab,Oman
2193,Masirah Air Base,Masirah,Oman
2194,Muscat International Airport,Muscat,Oman
2195,Salalah Airport,Salalah,Oman
2196,Thumrait Air Base,Thumrait,Oman
2197,Bhagatanwala Airport,Bhagtanwala,Pakistan
2202,Faisalabad International Airport,Faisalabad,Pakistan
2203,Gwadar International Airport,Gwadar,Pakistan
2204,Gilgit Airport,Gilgit,Pakistan
2205,Shahbaz Air Base,Jacobsbad,Pakistan
2206,Jinnah International Airport,Karachi,Pakistan
2207,Alama Iqbal International Airport,Lahore,Pakistan
2208,Walton Airport,Lahore,Pakistan
2209,Mangla Airport,Mangla,Pakistan
2210,Muzaffarabad Airport,Muzaffarabad,Pakistan
2211,Mianwali Air Base,Mianwali,Pakistan
2212,Moenjodaro Airport,Moenjodaro,Pakistan
2213,Masroor Air Base,Karachi,Pakistan
2214,Multan International Airport,Multan,Pakistan
2215,Shaheed Benazirabad Airport,Nawabshah,Pakistan
2216,Okara Cantonment Airstrip,Okara,Pakistan
2217,Panjgur Airport,Panjgur,Pakistan
2218,Pasni Airport,Pasni,Pakistan
2219,Peshawar International Airport,Peshawar,Pakistan
2220,Qasim Airport,Qasim,Pakistan
2221,Quetta International Airport,Quetta,Pakistan
2222,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan
2223,Benazir Bhutto International Airport,Islamabad,Pakistan
2224,Risalpur Air Base,Risalpur,Pakistan
2225,Rawalakot Airport,Rawala Kot,Pakistan
2227,Sukkur Airport,Sukkur,Pakistan
2228,Saidu Sharif Airport,Saidu Sharif,Pakistan
2229,Sui Airport,Sui,Pakistan
2230,Talhar Airport,Talhar,Pakistan
2232,Wana Airport,Wana,Pakistan
2233,Zhob Airport,Zhob,Pakistan
2234,Basrah International Airport,Basrah,Iraq
2235,Aleppo International Airport,Aleppo,Syria
2236,Damascus International Airport,Damascus,Syria
2237,Deir ez-Zor Airport,Deire Zor,Syria
2239,Bassel Al-Assad International Airport,Latakia,Syria
2240,Palmyra Airport,Palmyra,Syria
2241,Doha International Airport,Doha,Qatar
2242,Canton Island Airport,Canton Island,Kiribati
2243,Rota International Airport,Rota,Northern Mariana Islands
2244,Saipan International Airport,Saipan,Northern Mariana Islands
2245,Andersen Air Force Base,Andersen,Guam
2246,Antonio B. Won Pat International Airport,Agana,Guam
2247,Tinian International Airport,West Tinian,Northern Mariana Islands
2249,Marshall Islands International Airport,Majuro,Marshall Islands
2250,Dyess Army Air Field,Kwajalein,Marshall Islands
2251,Bucholz Army Air Field,Kwajalein,Marshall Islands
2252,Cassidy International Airport,Kiritimati,Kiribati
2253,Henderson Field,Midway,Midway Islands
2254,Chuuk International Airport,Chuuk,Micronesia
2255,Pohnpei International Airport,Pohnpei,Micronesia
2256,Babelthuap Airport,Babelthuap,Palau
2257,Kosrae International Airport,Kosrae,Micronesia
2258,Yap International Airport,Yap,Micronesia
2259,Kinmen Airport,Kinmen,Taiwan
2260,Pingtung South Airport,Pingtung,Taiwan
2261,Longtan Air Base,Longtang,Taiwan
2262,Taitung Airport,Fengnin,Taiwan
2263,Lyudao Airport,Green Island,Taiwan
2264,Kaohsiung International Airport,Kaohsiung,Taiwan
2265,Chiayi Airport,Chiayi,Taiwan
2267,Lanyu Airport,Lanyu,Taiwan
2268,Taichung Ching Chuang Kang Airport,Taichung,Taiwan
2270,Tainan Airport,Tainan,Taiwan
2271,Hsinchu Air Base,Hsinchu,Taiwan
2272,Makung Airport,Makung,Taiwan
2273,Chihhang Air Base,Taitung,Taiwan
2274,Pingtung North Airport,Pingtung,Taiwan
2275,Taipei Songshan Airport,Taipei,Taiwan
2276,Taiwan Taoyuan International Airport,Taipei,Taiwan
2277,Wang-an Airport,Wang An,Taiwan
2278,Hualien Airport,Hualien,Taiwan
2279,Narita International Airport,Tokyo,Japan
2280,Matsumoto Airport,Matsumoto,Japan
2281,Hyakuri Airport,Ibaraki,Japan
2282,Minami Torishima Airport,Minami Tori Shima,Japan
2283,Iwo Jima Airport,Iwojima,Japan
2284,Nanki Shirahama Airport,Nanki-shirahama,Japan
2285,Kohnan Airport,Kohnan,Japan
2286,Tokachi-Obihiro Airport,Obihiro,Japan
2287,New Chitose Airport,Sapporo,Japan
2288,Hakodate Airport,Hakodate,Japan
2289,Chitose Air Base,Chitose,Japan
2290,Memanbetsu Airport,Memanbetsu,Japan
2291,Nakashibetsu Airport,Nakashibetsu,Japan
2293,Tokachi Airport,Tokachi,Japan
2294,Wakkanai Airport,Wakkanai,Japan
2295,Iki Airport,Iki,Japan
2296,Yamaguchi Ube Airport,Yamaguchi,Japan
2297,Tsushima Airport,Tsushima,Japan
2298,Monbetsu Airport,Monbetsu,Japan
2299,Asahikawa Airport,Asahikawa,Japan
2300,Okushiri Airport,Okushiri,Japan
2301,Rishiri Airport,Rishiri Island,Japan
2302,Ashiya Airport,Ashiya,Japan
2303,Yakushima Airport,Yakushima,Japan
2304,Fukue Airport,Fukue,Japan
2305,Fukuoka Airport,Fukuoka,Japan
2306,New Tanegashima Airport,Tanegashima,Japan
2307,Kagoshima Airport,Kagoshima,Japan
2308,Miyazaki Airport,Miyazaki,Japan
2309,Nyutabaru Airport,Nyutabaru,Japan
2310,Oita Airport,Oita,Japan
2311,Kitakyūshū Airport,Kitakyushu,Japan
2312,Kumamoto Airport,Kumamoto,Japan
2313,Nagasaki Airport,Nagasaki,Japan
2314,Kanoya Airport,Kanoya,Japan
2315,Tsuiki Air Field,Tsuiki,Japan
2316,Amami Airport,Amami,Japan
2317,Okierabu Airport,Okierabu,Japan
